id,name,category,review_count,address,rating,rating_count,phone_number,url,appointment,delivery,package,wifi,pet,parking,nursery,smokingroom,fordisabled,operation_time,latitude,longitude
43,택이네조개전골 성대점,조개,50,경기 수원시 장안구 율전로98번길 9 성원빌딩 1층 101호,3.9,33.0,031-227-6200,https://place.map.kakao.com/720892138,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.298115459703,126.969371990792
44,육연사 성균관대점,한식,129,경기 수원시 장안구 서부로2123번길 20-1 B동 1층 101호,5.0,2.0,031-298-0925,https://place.map.kakao.com/876599819,N,Y,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""16:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2985913774211,126.970395117682
45,율천회관,한식,24,경기 수원시 장안구 서부로2126번길 24 1층,4.4,20.0,031-548-0321,https://place.map.kakao.com/724821886,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}}",37.2978526624163,126.972837793951
46,하우짓 블랙,커피전문점,121,경기 수원시 장안구 화산로213번길 25 2층,4.7,13.0,0507-1399-7728,https://place.map.kakao.com/922808226,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""15:30"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2985021205911,126.972408292165
47,육가든,삼겹살,63,경기 수원시 장안구 화산로233번길 62 1층,4.3,10.0,,https://place.map.kakao.com/1578043317,Y,N,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""일요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}}",37.2971258943048,126.969892895661
48,힌카쿠,일본식라면,30,경기 수원시 장안구 서부로2126번길 10 1층 3~4호,3.3,37.0,070-8648-0072,https://place.map.kakao.com/261655717,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}}",37.2979293235252,126.97199107897
49,정통집 수원성대점,"육류,고기",23,경기 수원시 장안구 서부로2105번길 12 1층,3.2,10.0,031-898-9292,https://place.map.kakao.com/450307831,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""24:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2968686021973,126.96971254252
50,아무술집 성대직영점,"호프,요리주점",138,경기 수원시 장안구 화산로233번길 56 1층 101호,2.5,8.0,,https://place.map.kakao.com/1752110137,N,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.297384336943,126.969992156746
51,동해양푼동태탕,"매운탕,해물탕",26,경기 수원시 장안구 서부로2168번길 13-10 1층,4.6,24.0,031-242-6540,https://place.map.kakao.com/15508787,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.3021711907877,126.974224944916
52,뎅과 꼬치로 수원본점,오뎅바,230,경기 수원시 장안구 서부로2105번길 26-8 1층 102호,4.7,9.0,010-6571-0575,https://place.map.kakao.com/928464447,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2972734773204,126.969166273242
53,오르카커피룸,커피전문점,131,경기 수원시 장안구 화산로 235 1층,4.8,28.0,010-6491-7866,https://place.map.kakao.com/76989512,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2997124171544,126.970635482922
54,인더비엣 수원성대점,베트남음식,55,경기 수원시 장안구 율전로108번길 23 1층,3.1,29.0,031-227-2007,https://place.map.kakao.com/86770396,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}}",37.2989202972184,126.97056089972
55,아그집쭈꾸미 성대점,"해물,생선",14,경기 수원시 장안구 화산로233번길 12 2층,3.6,7.0,031-292-9158,https://place.map.kakao.com/1315723828,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": ""20:30""}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": ""20:30""}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": ""20:30""}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": ""20:30""}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": ""20:30""}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": ""20:30""}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2991976415036,126.970581657459
56,성대목장이,"육류,고기",17,경기 수원시 장안구 서부로2105번길 16-1,3.6,18.0,031-295-4090,https://place.map.kakao.com/17180407,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""13:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2970052643657,126.969265407956
57,신화쭈꾸미 성대점,"해물,생선",125,경기 수원시 장안구 서부로2126번길 4 1층,4.3,7.0,,https://place.map.kakao.com/1579032099,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2980315478042,126.971808214083
58,예술상,"호프,요리주점",42,경기 수원시 장안구 율전로 92 뉴대명빌딩 1층 107호,4.3,18.0,,https://place.map.kakao.com/957385573,N,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.297582606993,126.968761133003
59,주야,일본식주점,85,경기 수원시 장안구 서부로2135번길 30 1층,4.9,12.0,010-4377-1657,https://place.map.kakao.com/1118339601,Y,Y,N,Y,Y,Y,Y,N,Y,"{""월요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2994334760808,126.970353845357
60,국수파동,국수,34,경기 수원시 장안구 서부로 2107 룡호빌딩 1층,4.3,28.0,031-291-8599,https://place.map.kakao.com/27276923,N,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2968552818575,126.970126129663
61,밀플랜 본점,샐러드,34,경기 수원시 장안구 율전로 90-6 1층,4.3,16.0,,https://place.map.kakao.com/2121491926,N,Y,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""화요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""목요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""금요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""14:40""}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""19:40""}}",37.2973002426805,126.96883963566
63,홍구등갈비 본점,갈비,22,경기 수원시 장안구 서부로2168번길 5-13 1층,3.5,18.0,031-255-8292,https://place.map.kakao.com/1986260055,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.3024004099692,126.973390536388
64,감성 성대점,술집,3,경기 수원시 장안구 화산로233번길 55 1층,4.0,3.0,,https://place.map.kakao.com/1324929519,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",37.2973280925483,126.970271210391
