id,name,category,review_count,address,rating,rating_count,phone_number,url,appointment,delivery,package,wifi,pet,parking,nursery,smokingroom,fordisabled,operation_time,operate_time
46,하우짓 블랙,커피전문점,108,경기 수원시 장안구 화산로213번길 25 2층,4.7,13.0,0507-1399-7728,https://place.map.kakao.com/922808226,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""15:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""12:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
47,육가든,삼겹살,59,경기 수원시 장안구 화산로233번길 62 1층,4.2,9.0,,https://place.map.kakao.com/1578043317,Y,N,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}, ""일요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""23:50""}}",
48,힌카쿠,일본식라면,29,"경기 수원시 장안구 서부로2126번길 10 1층 3,4호",3.2,36.0,070-8648-0072,https://place.map.kakao.com/261655717,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""14:30"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}}",
49,정통집 수원성대점,"육류,고기",18,경기 수원시 장안구 서부로2105번길 12 1층,3.2,10.0,031-898-9292,https://place.map.kakao.com/450307831,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
50,아무술집 성대직영점,"호프,요리주점",122,경기 수원시 장안구 화산로233번길 56 1층 101호,2.1,7.0,,https://place.map.kakao.com/1752110137,N,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""05:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""04:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
51,동해양푼동태탕,"매운탕,해물탕",25,경기 수원시 장안구 서부로2168번길 13-10 1층,4.6,25.0,031-242-6540,https://place.map.kakao.com/15508787,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:30"", ""라스트오더"": null}}",
52,뎅과 꼬치로 수원본점,오뎅바,178,경기 수원시 장안구 서부로2105번길 26-8 1층 102호,4.7,9.0,010-6571-0575,https://place.map.kakao.com/928464447,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""02:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
53,오르카커피룸,커피전문점,128,경기 수원시 장안구 화산로 235 1층,4.7,26.0,010-6491-7866,https://place.map.kakao.com/76989512,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
54,인더비엣 수원성대점,베트남음식,51,경기 수원시 장안구 율전로108번길 23 1층,3.1,28.0,031-227-2007,https://place.map.kakao.com/86770396,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}}",
55,아그집쭈꾸미 성대점,"해물,생선",12,경기 수원시 장안구 화산로233번길 12 2층,3.6,7.0,031-292-9158,https://place.map.kakao.com/1315723828,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""21:00"", ""휴게시작시간"": ""14:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
56,성대목장이,"육류,고기",16,경기 수원시 장안구 서부로2105번길 16-1,3.5,19.0,031-295-4090,https://place.map.kakao.com/17180407,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""13:00"", ""종료시간"": ""23:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
57,신화쭈꾸미 성대점,"해물,생선",112,경기 수원시 장안구 서부로2126번길 4 1층,4.2,6.0,,https://place.map.kakao.com/1579032099,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""10:30"", ""종료시간"": ""22:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
58,예술상,"호프,요리주점",41,경기 수원시 장안구 율전로 92 뉴대명빌딩 1층 107호,4.3,18.0,,https://place.map.kakao.com/957385573,N,N,N,N,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:30"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
59,주야,일본식주점,82,경기 수원시 장안구 서부로2135번길 30 1층,4.9,12.0,010-4377-1657,https://place.map.kakao.com/1118339601,Y,Y,N,Y,Y,Y,Y,N,Y,"{""월요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""16:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
60,국수파동,국수,31,경기 수원시 장안구 서부로 2107 룡호빌딩 1층,4.3,29.0,031-291-8599,https://place.map.kakao.com/27276923,N,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""01:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
61,밀플랜 본점,샐러드,32,경기 수원시 장안구 율전로 90-6 1층,4.6,13.0,,https://place.map.kakao.com/2121491926,N,Y,N,Y,Y,N,Y,Y,N,"{""월요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""화요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""수요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""목요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""금요일"": {""시작시간"": ""10:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""20:10""}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""15:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""14:40""}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": ""19:40""}}",
62,도래홍막창 성대점,"곱창,막창",43,경기 수원시 장안구 서부로2105번길 16-4 1층,2.6,18.0,031-278-2630,https://place.map.kakao.com/1767899301,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
63,홍구등갈비 본점,갈비,19,경기 수원시 장안구 서부로2168번길 5-13 1층,3.5,16.0,031-255-8292,https://place.map.kakao.com/1986260055,Y,Y,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""11:00"", ""종료시간"": ""22:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
64,감성 성대점,술집,2,경기 수원시 장안구 화산로233번길 55 1층,4.0,3.0,,https://place.map.kakao.com/1324929519,Y,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""17:00"", ""종료시간"": ""03:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
65,도레미파스타,이탈리안,14,경기 수원시 장안구 서부로2106번길 26-15 1층,4.5,23.0,,https://place.map.kakao.com/554066548,N,N,N,Y,Y,Y,Y,Y,N,"{""월요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""화요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""수요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""목요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""금요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""토요일"": {""시작시간"": ""11:00"", ""종료시간"": ""20:30"", ""휴게시작시간"": ""15:00"", ""휴게종료시간"": ""17:00"", ""라스트오더"": null}, ""일요일"": {""시작시간"": null, ""종료시간"": null, ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
66,다또케이크,"제과,베이커리",20,경기 수원시 장안구 화산로 235 3층 301호,3.0,3.0,010-799-7141,https://place.map.kakao.com/540536496,Y,Y,N,Y,Y,Y,Y,Y,Y,"{""월요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""화요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""수요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""목요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""금요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""토요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}, ""일요일"": {""시작시간"": ""12:00"", ""종료시간"": ""20:00"", ""휴게시작시간"": null, ""휴게종료시간"": null, ""라스트오더"": null}}",
